0.01	1.2538937044104095e-05
0.02	4.994252117949847e-05
0.03	0.00011246876751483457
0.04	0.00020035370119732106
0.05	0.00031192176619891594
0.060000000000000005	0.0004498555625716525
0.06999999999999999	0.0006123713103863484
0.08	0.0007996503748087793
0.09	0.001011495052501007
0.1	0.0012513787943904187
0.2	0.004995610701364109
0.30000000000000004	0.01125460306923865
0.4	0.019957116592664782
0.5	0.031249331135484313
0.6	0.0450130661113558
0.7000000000000001	0.06118273557070458
0.8	0.07999521148537199
0.9	0.101319950410127
1.0	0.12492263461576125
1.2	0.17988371519134014
1.4	0.24515753890122993
1.5999999999999999	0.3202030318051832
1.7999999999999998	0.40509027526295055
1.9999999999999998	0.5011447585186802
2.1999999999999997	0.6043282050649113
2.3999999999999995	0.7191867609003633
2.5999999999999996	0.8432250034688654
2.8	0.9814885759821714
2.9999999999999996	1.1254045205313992
3.1999999999999993	1.2802108605974272
3.3999999999999995	1.4424908625664123
3.5999999999999996	1.6183658804151764
3.7999999999999994	1.8017652299520022
3.999999999999999	1.9941652530486318
4.199999999999999	2.2005295313805635
4.3999999999999995	2.418426334838166
4.6	2.6387730564872416
4.799999999999999	2.875442534316047
4.999999999999999	3.1238661356600566
5.199999999999999	3.3765422608407474
5.399999999999999	3.6335418930951917
5.599999999999999	3.91600671377913
5.799999999999999	4.1922714535689405
5.999999999999999	4.508744039821946
6.199999999999999	4.810373141327033
6.399999999999999	5.122636338361615
6.599999999999999	5.428311039573739
6.799999999999999	5.7823632861897165
6.999999999999998	6.120202028203569
7.199999999999998	6.47919503792459
7.399999999999999	6.860261278794407
7.599999999999999	7.221445517656842
7.799999999999999	7.62856626565129
7.999999999999998	7.993825639865463
8.2	8.400407151550931
8.399999999999999	8.833718444870398
8.599999999999998	9.234383520278506
8.799999999999997	9.676847845662033
